timestamp,ax,ay,az
67.723,0.72,1.29,-2.25
67.733,0.75,1.59,-2.01
67.743,1.12,1.71,-1.33
67.753,1.74,1.64,-0.47
67.763,2.36,1.43,0.17
67.773,2.89,1.14,0.68
67.783,3.14,0.81,0.94
67.793,3.34,0.51,0.91
67.803,3.24,0.37,0.45
67.813,2.78,0.29,-0.39
67.824,2.37,0.15,-1.19
67.834,2.03,-0.08,-1.71
67.844,1.81,-0.34,-1.91
67.854,1.72,-0.56,-1.76
67.864,1.61,-0.74,-1.5
67.874,1.55,-0.93,-1.18
67.884,1.53,-1.11,-0.81
67.894,1.4,-1.22,-0.47
67.904,1.27,-1.32,-0.32
67.914,1.22,-1.26,-0.26
67.924,1.16,-1.07,-0.29
67.934,1.11,-0.89,-0.38
67.944,1.13,-0.7,-0.45
67.954,1.23,-0.47,-0.39
67.965,1.23,-0.31,-0.4
67.975,1.17,-0.3,-0.4
67.985,1.19,-0.38,-0.31
67.995,1.25,-0.41,-0.2
68.005,1.19,-0.43,-0.2
68.015,1.11,-0.49,-0.17
68.025,0.98,-0.54,-0.09
68.035,0.88,-0.58,0.02
68.045,0.81,-0.6,-0.04
68.055,0.74,-0.67,-0.21
68.066,0.66,-0.73,-0.4
68.076,0.66,-0.67,-0.5
68.086,0.65,-0.64,-0.44
68.095,0.68,-0.66,-0.34
68.106,0.65,-0.6,-0.11
68.116,0.51,-0.5,0.05
68.126,0.33,-0.44,0.01
68.136,0.02,-0.29,-0.14
68.146,-0.3,-0.13,-0.31
68.156,-0.47,-0.03,-0.37
68.166,-0.54,0.18,-0.41
68.176,-0.59,0.52,-0.51
68.186,-0.64,0.78,-0.66
68.196,-0.59,0.93,-0.75
68.207,-0.51,1.09,-0.7
68.217,-0.42,1.2,-0.62
68.227,-0.38,1.19,-0.45
68.237,-0.55,1.07,-0.23
68.247,-0.78,0.9,-0.07
68.257,-1.11,0.67,0.06
68.267,-1.4,0.45,0.26
68.277,-1.6,0.27,0.53
68.287,-1.72,0.08,0.79
68.297,-1.75,-0.09,1.06
68.307,-1.75,-0.24,1.29
68.317,-1.86,-0.44,1.35
68.328,-2.03,-0.62,1.26
68.338,-2.1,-0.68,1.21
68.348,-2.12,-0.64,1.19
68.358,-2.05,-0.58,1.23
68.368,-1.71,-0.57,1.45
68.378,-1.32,-0.5,1.98
68.388,-1.22,-0.48,2.24
68.398,-1.34,-0.6,2.03
68.408,-1.61,-0.69,1.53
68.418,-1.72,-0.62,1.3
68.428,-1.63,-0.9,1.09
68.438,-1.61,-0.88,0.84
68.448,-1.64,-0.88,0.74
68.458,-1.46,-0.91,0.34
68.469,-1.21,-0.58,-0.14
68.479,-1.14,-0.03,-0.76
68.489,-1.27,0.4,-1.47
68.499,-1.33,0.5,-2.08
68.509,-1.22,0.51,-2.3
68.519,-1.02,0.47,-2.12
68.529,-0.51,0.22,-1.48
68.539,0.04,0.1,-0.64
68.549,0.49,0.11,-0.03
68.559,0.68,0.17,0.13
68.569,1.03,0.35,0.07
68.579,1.18,0.71,-0.12
68.59,1.28,1.08,-0.41
68.599,1.43,1.46,-0.78
68.61,1.7,1.89,-1.06
68.62,1.85,2.22,-1.18
68.63,2.03,2.26,-1.07
68.64,2.15,2.02,-0.73
68.65,2.21,1.53,-0.08
68.66,2.25,0.88,0.62
68.67,2.1,0.28,1.24
68.68,1.97,-0.22,1.59
68.69,1.82,-0.5,1.5
68.7,1.58,-0.66,1.2
68.71,1.43,-0.69,0.52
68.72,1.15,-0.51,-0.15
68.731,0.99,-0.45,-0.68
68.741,0.81,-0.41,-1.02
68.751,0.77,-0.41,-1.07
68.761,0.83,-0.48,-0.84
68.771,0.96,-0.53,-0.47
68.781,1.07,-0.59,-0.02
68.791,1.17,-0.59,0.28
68.801,1.12,-0.6,0.31
68.811,1.08,-0.57,0.2
68.821,1.12,-0.44,-0.12
68.832,1.13,-0.31,-0.34
68.841,1.23,-0.26,-0.43
68.852,1.28,-0.23,-0.52
68.862,1.19,-0.29,-0.5
68.872,1.11,-0.53,-0.37
68.882,0.94,-0.74,-0.19
68.892,0.83,-0.88,-0.08
68.902,0.67,-1.02,-0.14
68.912,0.44,-1.14,-0.25
68.922,0.27,-1.24,-0.39
68.932,0.14,-1.28,-0.53
68.942,0.06,-1.23,-0.67
68.952,-0.1,-1.2,-0.8
68.962,-0.01,-1.14,-0.87
68.973,-0.01,-1.03,-0.89
68.983,0.04,-0.9,-0.85
68.993,0.22,-0.74,-0.78
69.003,0.4,-0.6,-0.62
69.013,0.59,-0.54,-0.38
69.023,0.63,-0.42,-0.18
69.033,0.48,-0.35,-0.09
69.043,0.33,-0.4,-0.07
69.053,0.16,-0.32,0.05
69.063,0.14,-0.12,0.21
69.073,0.29,0.15,0.31
69.083,0.33,0.45,0.24
69.094,0.4,0.7,0.03
69.104,0.37,0.9,-0.16
69.114,0.29,0.92,-0.23
69.124,0.15,0.81,-0.07
69.134,-0.01,0.66,0.17
69.144,-0.25,0.55,0.43
69.154,-0.41,0.4,0.62
69.164,-0.64,0.24,0.67
69.174,-0.92,0.09,0.64
69.184,-1.08,-0.06,0.59
69.194,-1.31,-0.22,0.5
69.204,-1.42,-0.32,0.53
69.215,-1.24,-0.25,0.6
69.224,-1.15,-0.12,0.61
69.235,-1.1,-0.08,0.57
69.245,-0.99,-0.15,0.48
69.255,-1.02,-0.11,0.31
69.265,-1.07,-0.15,0.24
69.275,-1.16,-0.25,0.08
69.285,-1.23,-0.22,0.02
69.295,-1.38,-0.23,-0.17
69.305,-1.49,-0.2,-0.3
69.315,-1.34,-0.03,-0.35
69.325,-1.31,0.11,-0.37
69.336,-1.27,0.2,-0.34
69.345,-1.19,0.28,-0.24
69.356,-1.11,0.26,0.11
69.366,-0.98,0.22,0.66
69.376,-0.77,0.15,1.35
69.386,-0.61,0.03,1.9
69.396,-0.64,-0.11,2.32
69.406,-0.65,-0.11,2.49
69.416,-0.69,0.04,2.37
69.426,-0.85,0.29,2.02
69.436,-1.11,0.64,1.35
69.446,-1.44,1.19,0.52
69.456,-1.77,1.87,-0.27
69.466,-1.86,2.47,-0.76
69.477,-1.69,2.86,-0.86
69.487,-1.22,3.12,-0.53
69.497,-0.81,3.18,0.06
69.507,-0.36,3.17,0.54
69.517,-0.03,3.09,0.63
69.527,0.03,2.93,0.4
69.537,-0.13,2.72,0.25
69.547,-0.24,2.15,0.18
69.557,-0.42,1.63,0.36
69.567,-0.54,1.11,0.56
69.577,-0.63,0.63,0.57
69.587,-0.89,0.14,0.38
69.597,-1.28,-0.28,0.12
69.607,-1.57,-0.61,-0.07
69.618,-1.74,-0.8,-0.14
69.628,-1.7,-0.93,-0.1
69.638,-1.61,-0.96,0.03
69.648,-1.56,-1.06,0.04
69.658,-1.48,-1.13,-0.02
69.668,-1.42,-1.12,-0.03
69.678,-1.32,-1.07,0.06
69.688,-1.23,-0.93,0.14
69.698,-1.14,-0.73,0.15
69.708,-1.21,-0.64,0.12
69.719,-1.29,-0.68,0.12
69.728,-1.27,-0.72,0.16
69.739,-1.18,-0.71,0.34
69.749,-1.04,-0.75,0.56
69.759,-1.05,-0.88,0.69
69.769,-1.16,-0.95,0.66
69.779,-1.3,-0.97,0.59
69.789,-1.35,-0.94,0.53
69.799,-1.31,-0.87,0.48
69.809,-1.29,-0.75,0.4
69.819,-1.28,-0.67,0.27
69.829,-1.21,-0.65,0.13
69.839,-1.21,-0.6,0.06
69.849,-1.19,-0.54,-0.02
69.86,-1.06,-0.49,-0.02
69.87,-0.99,-0.4,0.02
69.88,-0.86,-0.28,0.03
69.89,-0.69,-0.15,0.06
69.9,-0.62,-0.08,0.12
69.91,-0.55,-0.14,0.03
69.92,-0.41,-0.23,-0.05
69.93,-0.21,-0.17,-0.02
69.94,-0.01,-0.17,-0.05
69.95,0.05,-0.18,-0.04
69.96,0.02,-0.17,-0.01
69.97,0.03,-0.17,-0.03
69.981,0.02,-0.13,-0.07
69.99,0.12,-0.04,0.01
70.001,0.28,0.04,0.16
70.011,0.49,-0.02,0.35
70.021,0.69,-0.06,0.46
70.031,0.81,-0.14,0.4
70.041,0.88,-0.22,0.31
70.051,1.0,-0.2,0.18
70.061,0.98,-0.07,-0.0
70.071,0.93,-0.0,-0.12
70.081,0.93,0.0,-0.21
70.091,1.06,0.05,-0.16
70.101,1.28,0.12,0.09
70.111,1.48,0.13,0.45
70.122,1.64,0.06,0.64
70.132,1.61,-0.01,0.62
70.142,1.44,-0.07,0.41
70.152,1.21,-0.16,0.11
70.162,0.93,-0.25,-0.19
70.172,0.72,-0.29,-0.31
70.182,0.68,-0.28,-0.43
70.192,0.55,-0.26,-0.54
70.202,0.58,-0.11,-0.54
70.212,0.59,0.05,-0.65
70.222,0.67,0.21,-0.7
70.232,0.91,0.41,-0.61
70.243,1.07,0.5,-0.53
70.252,1.18,0.44,-0.48
70.263,1.22,0.37,-0.41
70.273,1.18,0.31,-0.23
70.283,1.15,0.1,-0.06
70.293,1.01,-0.05,0.01
70.303,0.88,-0.2,0.07
70.313,0.7,-0.34,0.19
70.323,0.49,-0.49,0.19
70.333,0.26,-0.58,0.14
70.343,0.06,-0.55,0.07
70.353,-0.13,-0.37,-0.06
70.363,-0.36,-0.07,-0.4
70.373,-0.61,0.25,-0.97
70.384,-0.9,0.6,-1.51
70.394,-0.92,0.97,-1.86
70.404,-0.78,1.27,-1.85
70.414,-0.66,1.39,-1.63
70.426,-0.37,1.27,-1.16
70.434,-0.12,1.13,-0.55
70.444,-0.12,0.88,-0.15
70.454,-0.24,0.63,0.06
70.464,-0.41,0.45,0.31
70.474,-0.64,0.36,0.63
70.484,-0.8,0.33,1.0
70.494,-0.81,0.38,1.32
70.505,-0.82,0.39,1.5
70.515,-0.89,0.28,1.37
70.525,-0.95,0.15,1.02
70.535,-0.96,0.15,0.59
70.545,-1.0,0.17,0.25
70.555,-0.87,0.17,0.13
70.565,-0.71,0.23,0.32
70.575,-0.52,0.22,0.66
70.585,-0.42,0.22,0.94
70.595,-0.49,0.22,1.08
70.605,-0.5,0.17,1.16
70.615,-0.44,0.15,1.19
70.625,-0.43,0.13,1.18
70.636,-0.59,-0.01,1.02
70.646,-0.84,-0.22,0.78
70.656,-1.0,-0.35,0.49
70.666,-1.06,-0.41,0.25
70.676,-1.02,-0.3,0.03
70.686,-0.99,-0.24,-0.11
70.696,-1.0,-0.32,-0.15
70.706,-0.94,-0.45,-0.08
70.716,-0.83,-0.52,0.1
70.726,-0.79,-0.55,0.32
70.736,-0.73,-0.65,0.43
70.746,-0.78,-0.69,0.45
70.756,-0.84,-0.72,0.42
70.767,-0.81,-0.69,0.33
70.777,-0.7,-0.56,0.25
70.787,-0.78,-0.45,0.08
70.797,-0.78,-0.43,-0.14
70.807,-0.66,-0.35,-0.16
70.817,-0.5,-0.25,-0.07
70.827,-0.44,-0.22,0.0
70.837,-0.54,-0.13,0.01
70.847,-0.66,-0.09,0.03
70.857,-0.72,-0.1,0.09
70.867,-0.65,-0.0,0.22
70.877,-0.61,0.08,0.33
70.888,-0.53,0.14,0.32
70.897,-0.35,0.28,0.31
70.908,-0.09,0.43,0.36
70.918,0.24,0.51,0.36
70.928,0.56,0.53,0.36
70.938,0.82,0.45,0.32
70.948,1.0,0.25,0.27
70.958,0.97,-0.02,0.18
70.968,0.81,-0.3,0.06
70.978,0.54,-0.51,-0.03
70.988,0.33,-0.67,-0.09
70.998,0.33,-0.8,-0.02
71.009,0.38,-0.9,0.08
71.018,0.5,-1.01,0.25
71.029,0.57,-1.11,0.41
71.039,0.75,-1.19,0.54
71.049,0.99,-1.2,0.58
71.059,1.12,-1.14,0.45
71.069,1.11,-1.15,0.22
71.079,0.99,-1.14,-0.05
71.089,0.78,-1.12,-0.32
71.099,0.67,-1.16,-0.45
71.109,0.65,-1.14,-0.33
71.119,0.76,-1.13,0.06
71.13,0.98,-1.18,0.44
71.139,1.24,-1.24,0.57
71.15,1.43,-1.27,0.56
71.16,1.52,-1.25,0.33
71.17,1.46,-1.04,-0.18
71.18,1.28,-0.58,-0.88
71.19,1.14,-0.14,-1.64
71.2,1.01,0.23,-2.27
71.21,1.01,0.61,-2.62
71.22,1.22,1.02,-2.57
71.23,1.69,1.44,-2.11
71.24,2.16,1.87,-1.46
71.25,2.57,2.08,-0.94
71.26,2.81,2.12,-0.65
71.271,2.94,2.13,-0.31
71.281,3.13,2.1,0.06
71.291,3.47,2.11,0.38
71.301,3.66,2.1,0.51
71.311,3.73,1.93,0.37
71.321,3.47,1.7,-0.01
71.331,3.03,1.41,-0.6
71.341,2.48,1.08,-1.1
71.351,1.95,0.78,-1.31
71.361,1.57,0.51,-1.16
71.371,1.42,0.19,-0.79
71.381,1.28,-0.09,-0.47
71.392,1.1,-0.27,-0.28
71.402,0.93,-0.45,-0.24
71.412,0.83,-0.64,-0.24
71.422,0.77,-0.7,-0.13
71.432,0.87,-0.58,-0.06
71.442,0.88,-0.47,-0.12
71.452,0.94,-0.43,-0.26
71.462,0.89,-0.43,-0.46
71.472,0.81,-0.45,-0.61
71.482,0.76,-0.46,-0.62
71.492,0.78,-0.44,-0.46
71.502,0.68,-0.47,-0.25
71.513,0.58,-0.62,-0.03
71.522,0.59,-0.69,0.27
71.533,0.47,-0.75,0.35
71.543,0.45,-0.77,0.27
71.553,0.43,-0.75,0.12
71.563,0.49,-0.63,-0.04
71.573,0.65,-0.45,-0.22
71.583,0.82,-0.35,-0.29
71.593,0.92,-0.35,-0.38
71.603,0.97,-0.36,-0.46
71.613,0.9,-0.34,-0.56
71.623,0.76,-0.39,-0.64
71.633,0.55,-0.42,-0.62
71.643,0.33,-0.41,-0.57
71.654,0.12,-0.38,-0.47
71.664,0.03,-0.34,-0.27
71.674,-0.06,-0.31,-0.17
71.684,-0.03,-0.22,-0.21
71.694,-0.25,-0.18,-0.35
71.704,-0.43,-0.11,-0.37
71.714,-0.51,0.03,-0.34
71.724,-0.68,0.15,-0.4
71.734,-0.89,0.27,-0.52
71.744,-1.03,0.35,-0.61
71.754,-1.08,0.4,-0.63
71.764,-0.99,0.46,-0.49
71.775,-0.86,0.56,-0.2
